Instances	 nnodes	 p	 strates	 faisabilite	 temps	 fctObj	 As	 Bs	 As+Bs	 noeuds	 borne	 gap
LP	../../instancesSurcharges/alpha0_3/pmed/pmed10_1.txt	200	67	3	Optimal	8.38750410079956	AB	126.78087494519399	131.87632671827254	258.65720166346654	0.0	302.0
LP	../../instancesSurcharges/alpha0_3/pmed/pmed10_2.txt	200	67	5	Optimal	20.57780909538269	AB	259.29805395630433	281.96022584057965	541.2582797968839	0.0	671.0
LP	../../instancesSurcharges/alpha0_3/pmed/pmed10_3.txt	200	67	10	Optimal	44.28615713119507	AB	544.0482334255909	578.050219309554	1122.0984527351447	0.0	1225.0
LP	../../instancesSurcharges/alpha0_3/pmed/pmed10_4.txt	200	67	15	Optimal	82.13485813140869	AB	668.5695489987636	735.9063863918616	1404.4759353906252	0.0	1534.0
LP	../../instancesSurcharges/alpha0_3/pmed/pmed10_5.txt	200	67	20	Optimal	48.13297891616821	AB	906.8409143049474	931.7120287394885	1838.5529430444358	0.0	1981.0
LP	../../instancesSurcharges/alpha0_3/pmed/pmed11_1.txt	300	5	3	Optimal	115.07178211212158	AB	94.76729107738811	95.1196282168647	189.8869192942528	0.0	322.94896604856046
LP	../../instancesSurcharges/alpha0_3/pmed/pmed11_2.txt	300	5	5	Optimal	106.05197191238403	AB	176.5	164.0	340.5	0.0	561.098786620391
LP	../../instancesSurcharges/alpha0_3/pmed/pmed11_3.txt	300	5	10	Optimal	822.572643995285	AB	305.77974021542155	312.7552298447738	618.5349700601953	0.0	1078.0274566916028
LP	../../instancesSurcharges/alpha0_3/pmed/pmed11_4.txt	300	5	15	Optimal	1697.1877870559692	AB	500.2698276658465	532.5113124080402	1032.7811400738867	0.0	1607.0787964380963
LP	../../instancesSurcharges/alpha0_3/pmed/pmed11_5.txt	300	5	20	Optimal	1564.9988658428192	AB	611.0761404395639	607.1013226899179	1218.1774631294818	0.0	2129.3832526384895
LP	../../instancesSurcharges/alpha0_3/pmed/pmed12_1.txt	300	10	3	Optimal	65.78548312187195	AB	151.1631480502628	153.6249672143014	304.7881152645642	0.0	396.0
LP	../../instancesSurcharges/alpha0_3/pmed/pmed12_2.txt	300	10	5	Optimal	186.69981408119202	AB	182.75921117464114	188.11827096465413	370.87748213929524	0.0	590.48837606186
LP	../../instancesSurcharges/alpha0_3/pmed/pmed12_3.txt	300	10	10	Optimal	587.8784658908844	AB	358.3177343947011	365.83429993069615	724.1520343253973	0.0	1004.7995403784707
LP	../../instancesSurcharges/alpha0_3/pmed/pmed12_4.txt	300	10	15	Optimal	874.6992299556732	AB	483.95552084217763	516.4568430240049	1000.4123638661825	0.0	1527.98825071135
LP	../../instancesSurcharges/alpha0_3/pmed/pmed12_5.txt	300	10	20	Optimal	899.0170369148254	AB	721.4237133646385	711.6767945010819	1433.1005078657204	0.0	2261.3261944430474
LP	../../instancesSurcharges/alpha0_3/pmed/pmed13_1.txt	300	30	3	Optimal	22.29601788520813	AB	135.2104715878944	143.92167533626298	279.1321469241574	0.0	323.0
LP	../../instancesSurcharges/alpha0_3/pmed/pmed13_2.txt	300	30	5	Optimal	78.00448894500732	AB	252.88331392135717	246.08176872437534	498.96508264573254	0.0	516.0
LP	../../instancesSurcharges/alpha0_3/pmed/pmed13_3.txt	300	30	10	Optimal	139.27017283439636	AB	436.34057805811585	465.0166533129371	901.3572313710529	0.0	968.0
